label,text
ham,ok i vldo u know i got adsense approved
spam,little  package  requires customs clearance track at littleredirectcomidbbbcbbbfbaee
spam,account notification  withdrawal from account  little lttlecom
ham,call me when you get the chance plz lt
spam,gov department of treasury social security administration little pending energy subsidy housing grant pandemic relief of  validate until little littleredirectnet
spam,urgent   transfer from account  little lttlenet
spam,account  notification  transfer from account  little url
spam,gov department of treasury social security administration little overdue energy subsidy housing grant pandemic relief of  claim by little lttlenet
spam,little  package  requires customs clearance confirm via lttlecom
spam,gov department of treasury social security administration little  pending tax refund stimulus check child tax credit of  validate until little url
ham,you sure your neighbors didnt pick it up
spam,cds u congratulations ur awarded ãâ of cd gift vouchers or ãâ gift guaranteed  freeentry  ãâ wkly draw xt music to  tncs wwwldewcomwinppmxage
spam,irs alert state tax office medicare services little  overdue tax refund stimulus check child tax credit of  claim by little littlecom
ham,boo babe u enjoyin yourjob u seemed  b gettin on well hunnyhope ure oktake care  iããµllspeak u soonlots of loveme xxxx
spam,urgent your mobile no was awarded a ãâ bonus caller prize on  this is our nd attempt to contact you call  boxqu
spam,gov department of treasury social security administration little  pending energy subsidy housing grant pandemic relief of  secure your little littleredirectcomidfaaeaaeccb
ham,you still around i could use a halfth
ham,captain vijaykanth is doing comedy in captain tvhe is drunken
ham,im in class will holla later
ham,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will  live do you think i would be the first person  die from n v q
spam,little  package  requires customs clearance update information at littleredirectcom
spam,irs alert state tax office medicare services little  unsecureed tax refund stimulus check child tax credit of  respond before little littleredirectcomidadaeaed
spam,irs alert state tax office medicare services little  approved energy subsidy housing grant pandemic relief of  respond before little lttlecom
spam,irs alert state tax office medicare services little unaccessed tax refund stimulus check child tax credit of  claim by little lttlenet
ham,aiyar sorry lor forgot  tell u
spam,gov department of treasury social security administration little overdue energy subsidy housing grant pandemic relief of  secure your little lttlenet
spam,congratulations thanks to a good friend u have won the ãâ xmas prize  claim is easy just call phone now only p per minute btnationalrate
spam,little  package  requires payment verification update information at littleredirectnet
ham,slept i thinkthis time  ltgt  pm is not dangerous
spam,account notification   payment from account  little littleredirectcom
ham,tmr timin still da same wat cos i got lesson until
ham,ok i am a gentleman and will treat you with dignity and respect
ham,sday only joinedso training we started today
ham,speak only when you feel your words are better than the silence gud mrng
spam,little package  requires address confirmation update information at lttlecom
ham,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day
ham,oh god i am happy to see your message after  days
spam,little  package  requires payment verification confirm via url
spam,gov department of treasury social security administration little approved energy subsidy housing grant pandemic relief of  validate until little littleredirectnetidaabebdcb
spam,little  package  requires payment verification update information at url
