type,text
spam,"[('gov', 'department of treasury', 'social security administration')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $209. respond before little: l1ttle.com"
ham,yeah whatever lol
ham,"probably gonna be here for a while, see you later tonight &lt;)"
spam,account notification => $372 payment from account ****8268. little [URL]
spam,account notification! $$806 charge from account ****$9756. little little-redirect.net?id=$12c$901e$6-b$20a-$4cc$9-b$3f$7-$413dd$3af$51df
spam,little! package ##815046 requires customs clearance. track at little[.]info
spam,little - package ##$114745 requires payment verification. confirm via l$1ttle.net
ham,how do you plan to manage that
ham,have you seen who's back at holby?!
spam,little - package ##$504332 requires customs clearance. confirm via little-redirect.net
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $806. validate until little: [URL]"
spam,urgent => $$311 withdrawal from account ****$4294. little [URL]
ham,dont think so. it turns off like randomlly within 5min of opening
ham,"wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
spam,fraud  warning - $$692 payment from account ****$9089. little [URL]
ham,"they said if its gonna snow, it will start around 8 or 9 pm tonite! they are predicting an inch of accumulation."
ham,sorry i cant take your call right now. it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.
spam,free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply [PHONE] for details 18+
spam,little! package ##$123741 requires customs clearance. track at [URL]
spam,security alert! $$240 payment from account ****$8379. little little[.]net
ham,how will i creep on you now? ;_;
ham,love it! i want to flood that pretty pussy with cum...
ham,gettin rdy to ship comp
ham,"\life is nothing wen v get everything\"". but \""life is everything wen v miss something \"". real value of people wil be realized only in their absence.... gud mrng"""
spam,"[('gov',  'department of treasury', 'social security administration')] little! unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $984. validate until little: little-redirect.net"
spam,"hey boys. want hot xxx pics sent direct 2 ur phone? txt porn to 69855, 24hrs free and then just 50p per day. to stop text stopbcm sf wc1n3xx"
spam,little  => package ##$717373 requires address confirmation. confirm via l$1ttle.net
spam,account notification => $$630 transfer from account ****$6117. little [URL]
ham,i luv u soo much u donåõt understand how special u r 2 me ring u 2morrow luv u xxx
ham,anything is valuable in only 2 situations: first- before getting it... second- after loosing it...
ham,how are u? i have missed u! i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college! sad isnt it?xx
ham,no break time one... how... i come out n get my stuff fr ì_?
ham,neva mind it's ok..
ham,did he just say somebody is named tampa
ham,it's ok lar. u sleep early too... nite...
ham,"hmph. go head, big baller."
spam,dear subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062
ham,"sorry about earlier. putting out fires.are you around to talk after 9? or do you actually have a life, lol!"
ham,yes.. now only saw your message..
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $614. respond before little: little[.]info"
spam,account notification - $$506 transfer from account ****$6460. little little-redirect.com
spam,little! package ##$729559 requires address confirmation. update information at [URL]
ham,ello babe u ok?
ham,i'm in inside office..still filling forms.don know when they leave me.
ham,none of that's happening til you get here though
spam,little => package ##543400 requires payment verification. update information at little-redirect.net?id=ba9b60b6-7f64-4219-ac7c-[PHONE]f
spam,little! package ##$844002 requires address confirmation. update information at little[.]net
spam,little - package ##266799 requires address confirmation. track at little[.]org
spam,little! package ##641618 requires customs clearance. update information at l1ttle.com
spam,little! package ##$789847 requires address confirmation. track at little[.]org
ham,watch lor. i saw a few swatch one i thk quite ok. ard 116 but i need 2nd opinion leh...
ham,"hmmm ... i thought we said 2 hours slave, not 3 ... you are late ... how should i punish you ?"
spam,security alert - $126 withdrawal from account ****9798. little l1ttle.net
spam,little - package ##223960 requires address confirmation. confirm via l1ttle.net
ham,aiyah ok wat as long as got improve can already wat...
ham,you still at grand prix?
ham,please sen :)my kind advice :-)please come here and try:-)
spam,little!  package ##545137 requires customs clearance. update information at little-redirect.com?id=53effa9d-1642-4a62-9419-3f6bb0813d3f
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $827. secure your little: l1ttle.com"
ham,wah... okie okie... muz make use of e unlimited... haha...
spam,account notification => $358 charge from account ****1202. little little[.]com
ham,think i could stop by in like an hour or so? my roommate's looking to stock up for a trip
ham,no chikku nt yet.. ya i'm free
ham,k then 2marrow are you coming to class.
ham,how would my ip address test that considering my computer isn't a minecraft server
spam,you have 1 new message. please call [PHONE].
ham,where did u go? my phone is gonna die you have to stay in here
spam,"[('gov',  'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $118. claim by little: [URL]"
spam,little!  package ##$106505 requires customs clearance. update information at little-redirect.com
spam,last chance 2 claim ur å£150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs [PHONE]. å£3.00 sub. 16 . remove txt x or stop
spam,urgent!  $$223 withdrawal from account ****$3477. little little-redirect.com
spam,fraud warning! $$729 withdrawal from account ****$5796. little little-redirect.com
ham,"k, wait chikku..il send aftr  &lt;#&gt; mins"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$342. claim by little: l$1ttle.net"
ham,yup ì_ not comin :-(
spam,sms. ac sun0819 posts hello:\you seem cool
ham,hi ....my engagement has been fixd on  &lt;#&gt; th of next month. i know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,i just saw ron burgundy captaining a party boat so yeah
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $$111. claim by little: l$1ttle.net"
ham,ìï log off 4 wat. it's sdryb8i
spam,"[('gov',  'department of treasury', 'social security administration')] little => unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $$907. secure your little: [URL]"
ham,you made my day. do have a great day too.
spam,fraud warning - $281 charge from account ****8603. little l1ttle.com
ham,on hen night. going with a swing
ham,just getting back home
spam,security alert - $939 withdrawal from account ****9169. little little-redirect.net
spam,"double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on [PHONE] or call2optout/n9dx"
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $807. validate until little: little[.]com"
spam,little! package ##$534696 requires payment verification. track at l$1ttle.net
spam,account  notification => $$236 payment from account ****$8016. little little-redirect.net?id=$4dd$5aea$1-$8c$80-$4d$92-$993f-$489e$42db$5df$1
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $938. respond before little: little[.]info"
spam,account notification! $$135 payment from account ****$1794. little little[.]org
ham,yup no more already... thanx 4 printing n handing it up.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$691. secure your little: little-redirect.com"
spam,fraud warning! $360 charge from account ****6531. little little-redirect.com?id=ddd7162c-9499-4ab3-92ab-134bce95b9e8
spam,account notification => $$379 charge from account ****$7517. little little[.]net
ham,any way where are you and what doing.
ham,i'm wif him now buying tix lar...
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $$130. secure your little: little-redirect.net"
spam,account notification! $813 payment from account ****6918. little little-redirect.com?id=bd657800-2408-400f-b9cf-dca1d8a8def7
spam,little! package ##$439661 requires customs clearance. update information at little-redirect.com
